#,Product,KIT SKU,KIT Name,Ingredient,Qty,UOM,Type
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Water,54,gram,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Honey,30.6,gram,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Kerry Tea Cake Premix,54,gram,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Almond Flour,9,gram,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Fresh Cream,17.7,ml,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Unsalted Butter,17.3,gram,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Sugar Breakfast,75,gram,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Maida,63,gram,INGREDIENT
1,Almond Honey Tea Cake,KIT003,Almond Honey Tea cake (PC) — kit,Refined Oil,54,ml,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Water,39,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Lemon,400,gram,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Malta,400,gram,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Sugar,14.5,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Almond Flex,100,gram,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Premix-Classic Chocolate,5,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Water,5.12,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Eggfree Chocolate Premix,5,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Refined Oil,920,ml,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Fresh Cream,40,ltr,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Dark Compound,64,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Morde Milk Chocolate M28,500,gram,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Delta Cb Paillete Feuilletine,500,gram,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Almond,444.44,gram,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Sugar,555.56,gram,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Van Houten Dark Chocolate (46.5%),2,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Fresh Cream,10,ltr,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Semi - Sweet Compound,8,kg,INGREDIENT
2,Almond Praline Cake (500 gm),KIT147,Sugar syrup(Hot kitchen) (50 Kg) — kit,Refined Oil,400,ml,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Van Houten Dark Chocolate (46.5%),400,gram,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Unsalted Butter,220,gram,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Vanilla Essence,10,ml,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Corn Flour,4,gram,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Salt,4,gram,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Sugar Breakfast,130,gram,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Maida,400,gram,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Brown Sugar,220,gram,INGREDIENT
3,American Choco Chip Cookies,KIT006,American Choco Chip Cookies (PC) — kit,Baking Soda,6,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Water,54.45,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Cinnamon Powder,0.7,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Premix-Tea Time Vanilla,45.38,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Anjeer,56.2,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Pumpkin seeds,9.02,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Sugar Breakfast,54.45,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Maida,54.45,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Walnut,23.07,gram,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Refined Oil,54.45,ml,INGREDIENT
4,Anjeer Walnut Tea cake,KIT007,Anjeer Walnut Tea cake (PC) — kit,Glycerine,6.81,gram,INGREDIENT
5,Apple Pie Tart (),KIT008,Apple Pie Tart(Pc) — kit,Milk,1,ml,INGREDIENT
5,Apple Pie Tart (),KIT008,Apple Pie Tart(Pc) — kit,Pista,1,gram,INGREDIENT
5,Apple Pie Tart (),KIT008,Apple Pie Tart(Pc) — kit,Glaze Neutral,2.03,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Water,34,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Cinnamon Powder,1,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Fresh Cream,34.9,ml,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Mds All Purpose Egg Replacer Premix,10,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Sugar Breakfast,69,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Maida,84,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Walnut,16,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Baking Soda,3,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Cake Gel,3,gram,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Refined Oil,34.78,ml,INGREDIENT
12,Banana And Walnut Tea Cake (Eggless),KIT009,Banana And Walnut Tea Cake(Pc) ((EGGLESS)) — kit,Banana,140,gram,INGREDIENT
13,Banoffee Jar Cake,KIT010,Banoffee Jar(Cf) — kit,Filling-Vanilla,183.65,gram,INGREDIENT
13,Banoffee Jar Cake,KIT010,Banoffee Jar(Cf) — kit,Glaze Neutral,3.04,gram,INGREDIENT
13,Banoffee Jar Cake,KIT010,Banoffee Jar(Cf) — kit,Rich Topping White Cream,96,gram,INGREDIENT
13,Banoffee Jar Cake,KIT010,Banoffee Jar(Cf) — kit,Banana,231,gram,INGREDIENT
13,Banoffee Jar Cake,KIT010,Banoffee Jar(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
14,Basic Mango Jar Cake,KIT011,Basic Mango Jar Cake (CF) — kit,Mango Pulp Alphonso (Pcs),0.18,count,INGREDIENT
14,Basic Mango Jar Cake,KIT011,Basic Mango Jar Cake (CF) — kit,Filling-Vanilla,60.54,gram,INGREDIENT
14,Basic Mango Jar Cake,KIT011,Basic Mango Jar Cake (CF) — kit,Rich Topping White Cream,153,gram,INGREDIENT
14,Basic Mango Jar Cake,KIT011,Basic Mango Jar Cake (CF) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
17,Belgian Chocolate Mousse Jar Cake,KIT014,Belgium Mousee Jar Cake(Cf) — kit,Nutella (null),31.03,gram,INGREDIENT
17,Belgian Chocolate Mousse Jar Cake,KIT014,Belgium Mousee Jar Cake(Cf) — kit,Van Houtan Milk Chocolate,30,gram,INGREDIENT
17,Belgian Chocolate Mousse Jar Cake,KIT014,Belgium Mousee Jar Cake(Cf) — kit,Choco Coated Rice Crispy-3Mm,4,gram,INGREDIENT
17,Belgian Chocolate Mousse Jar Cake,KIT014,Belgium Mousee Jar Cake(Cf) — kit,Delta Cb Paillete Feuilletine,30,gram,INGREDIENT
17,Belgian Chocolate Mousse Jar Cake,KIT014,Belgium Mousee Jar Cake(Cf) — kit,Rich Topping White Cream,222,gram,INGREDIENT
17,Belgian Chocolate Mousse Jar Cake,KIT014,Belgium Mousee Jar Cake(Cf) — kit,Salsa Jar 350 ml (Pcs),6,count,PACKAGING
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Van Houten Dark Chocolate (46.5%),102,gram,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Fresh Cream,69.7,ml,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Milk,60,ml,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Delecta Mousse Mix,60,gram,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Vanleer Milk Compound,20,gram,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Delta Cb Paillete Feuilletine,20,gram,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Unsalted Butter,26,gram,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Nutella (null),20.69,gram,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Rich Topping White Cream,90,gram,INGREDIENT
18,Belgian Party Tub,KIT012,Belgian Party Tub (DR) — kit,Acrylic Deesert Party Box (Pcs),1,count,PACKAGING
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Van Houten Dark Chocolate (46.5%),208,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Fresh Cream,141,ml,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Milk,122,ml,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Delecta Mousse Mix,122,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Vanleer Milk Compound,30,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Van Houtan Milk Chocolate,40,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Delta Cb Paillete Feuilletine,40,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Dark Compound,6,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Cocoa Butter,30,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Unsalted Butter,53,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Nutella (null),41.38,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Rich Topping White Cream,182.6,gram,INGREDIENT
19,Belgium Choco Mousse Cake (500 gm),KIT013,Belgium Choco Mousee Cake(Dr)  (500 GM) — kit,Base 1/2 kg (Pcs),2,count,PACKAGING
23,Biscoff Cheesecake Jar,KIT015,Biscoff Cheesecake Jar (DR) — kit,Biscoff Spread,120,gram,INGREDIENT
23,Biscoff Cheesecake Jar,KIT015,Biscoff Cheesecake Jar (DR) — kit,Lotus-Biscuit (Pcs),0.1,count,INGREDIENT
24,Black Forest Pastry,KIT019,Black Forest Pastry(Cf) — kit,Fresh Cream,307.7,ml,INGREDIENT
24,Black Forest Pastry,KIT019,Black Forest Pastry(Cf) — kit,White Compound,54,gram,INGREDIENT
24,Black Forest Pastry,KIT019,Black Forest Pastry(Cf) — kit,Cocoa Powder,30,gram,INGREDIENT
24,Black Forest Pastry,KIT019,Black Forest Pastry(Cf) — kit,Filling-Dark Cherry (null),888.19,gram,INGREDIENT
24,Black Forest Pastry,KIT019,Black Forest Pastry(Cf) — kit,Dark Compound,1.3,kg,INGREDIENT
24,Black Forest Pastry,KIT019,Black Forest Pastry(Cf) — kit,Rich Topping White Cream,1.01,kg,INGREDIENT
25,Blueberry & Choco Chip Cup cake (2 each),KIT120,Overloaded Choco Chip Cup Cake(Cf) — kit,Choco Chips,20,gram,INGREDIENT
25,Blueberry & Choco Chip Cup cake (2 each),KIT120,Overloaded Choco Chip Cup Cake(Cf) — kit,Filling- Blueberry Fruit (2.7 KG),81.11,gram,INGREDIENT
25,Blueberry & Choco Chip Cup cake (2 each),KIT120,Overloaded Choco Chip Cup Cake(Cf) — kit,Rich Topping White Cream,84,gram,INGREDIENT
28,Blueberry Cup Cake,KIT020,Blueberry Cup Cake(Cf) — kit,Filling- Blueberry Fruit (2.7 KG),81.11,gram,INGREDIENT
28,Blueberry Cup Cake,KIT020,Blueberry Cup Cake(Cf) — kit,Rich Topping White Cream,84,gram,INGREDIENT
29,Blueberry Jar Cake (180 ML),KIT022,Blueberry Jar Cake(Cf) — kit,Filling- Blueberry Fruit (2.7 KG),302.14,gram,INGREDIENT
29,Blueberry Jar Cake (180 ML),KIT022,Blueberry Jar Cake(Cf) — kit,Rich Topping White Cream,129,gram,INGREDIENT
29,Blueberry Jar Cake (180 ML),KIT022,Blueberry Jar Cake(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
30,Blueberry Jar Cake (350 ml),KIT021,Blueberry Jar Cake (350 ml) (CF) (350 ML) — kit,Filling- Blueberry Fruit (2.7 KG),738,gram,INGREDIENT
30,Blueberry Jar Cake (350 ml),KIT021,Blueberry Jar Cake (350 ml) (CF) (350 ML) — kit,Rich Topping White Cream,504,gram,INGREDIENT
30,Blueberry Jar Cake (350 ml),KIT021,Blueberry Jar Cake (350 ml) (CF) (350 ML) — kit,Salsa Jar 350 ml (Pcs),6,count,PACKAGING
32,Buttercream Bento and Cupcake Combo (300gm),KIT023,Buttercream Bento cake (CF) — kit,Fondant-Pink,16,gram,INGREDIENT
32,Buttercream Bento and Cupcake Combo (300gm),KIT023,Buttercream Bento cake (CF) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
32,Buttercream Bento and Cupcake Combo (300gm),KIT023,Buttercream Bento cake (CF) — kit,Rich Better Cream,50,gram,INGREDIENT
32,Buttercream Bento and Cupcake Combo (300gm),KIT023,Buttercream Bento cake (CF) — kit,Unsalted Butter,50,gram,INGREDIENT
32,Buttercream Bento and Cupcake Combo (300gm),KIT023,Buttercream Bento cake (CF) — kit,Filling- Blueberry Fruit (2.7 KG),16,gram,INGREDIENT
32,Buttercream Bento and Cupcake Combo (300gm),KIT023,Buttercream Bento cake (CF) — kit,Sugar Icing,10,gram,INGREDIENT
33,Butterscotch Bento Cake,KIT133,Rich Choco Vanilla Bento Cake(Cf)  (500 GM) — kit,Delta Hot Glaze,5,gram,INGREDIENT
33,Butterscotch Bento Cake,KIT133,Rich Choco Vanilla Bento Cake(Cf)  (500 GM) — kit,Silver Balls,1,gram,INGREDIENT
33,Butterscotch Bento Cake,KIT133,Rich Choco Vanilla Bento Cake(Cf)  (500 GM) — kit,Color-Green,0.3,ml,INGREDIENT
33,Butterscotch Bento Cake,KIT133,Rich Choco Vanilla Bento Cake(Cf)  (500 GM) — kit,Color-Yellow,0.2,ml,INGREDIENT
33,Butterscotch Bento Cake,KIT133,Rich Choco Vanilla Bento Cake(Cf)  (500 GM) — kit,Filling-Caramel,10,gram,INGREDIENT
33,Butterscotch Bento Cake,KIT133,Rich Choco Vanilla Bento Cake(Cf)  (500 GM) — kit,Butterscotch Crunch,16,gram,INGREDIENT
33,Butterscotch Bento Cake,KIT133,Rich Choco Vanilla Bento Cake(Cf)  (500 GM) — kit,Rich Topping White Cream,150,gram,INGREDIENT
34,Butterscotch Cake (500 gm),KIT025,Butterscotch Cake(Cf) (500 gm) — kit,Water,61,gram,INGREDIENT
34,Butterscotch Cake (500 gm),KIT025,Butterscotch Cake(Cf) (500 gm) — kit,Vanleer Milk Compound,330,gram,INGREDIENT
34,Butterscotch Cake (500 gm),KIT025,Butterscotch Cake(Cf) (500 gm) — kit,Filling-Caramel,796.52,gram,INGREDIENT
34,Butterscotch Cake (500 gm),KIT025,Butterscotch Cake(Cf) (500 gm) — kit,Rich Topping White Cream,1.22,kg,INGREDIENT
34,Butterscotch Cake (500 gm),KIT025,Butterscotch Cake(Cf) (500 gm) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
35,Butterscotch Jar Cake (180 ml),KIT027,Butterscotch Jar Cake(Cf) — kit,Crush Butterscotch,80,gram,INGREDIENT
35,Butterscotch Jar Cake (180 ml),KIT027,Butterscotch Jar Cake(Cf) — kit,Butterscotch Crunch,20,gram,INGREDIENT
35,Butterscotch Jar Cake (180 ml),KIT027,Butterscotch Jar Cake(Cf) — kit,Rich Topping White Cream,160,gram,INGREDIENT
35,Butterscotch Jar Cake (180 ml),KIT027,Butterscotch Jar Cake(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
36,Butterscotch Jar Cake (350 ml),KIT026,Butterscotch Jar Cake (350 ml) (CF) (350 ML) — kit,Butterscotch Crunch,180,gram,INGREDIENT
36,Butterscotch Jar Cake (350 ml),KIT026,Butterscotch Jar Cake (350 ml) (CF) (350 ML) — kit,Rich Topping White Cream,576,gram,INGREDIENT
36,Butterscotch Jar Cake (350 ml),KIT026,Butterscotch Jar Cake (350 ml) (CF) (350 ML) — kit,Salsa Jar 350 ml (Pcs),6,count,PACKAGING
37,Butterscotch Pastry,KIT028,Butterscotch Pastry(Cf) — kit,Water,87,gram,INGREDIENT
37,Butterscotch Pastry,KIT028,Butterscotch Pastry(Cf) — kit,Vanleer Milk Compound,160,gram,INGREDIENT
37,Butterscotch Pastry,KIT028,Butterscotch Pastry(Cf) — kit,Filling-Caramel,947.85,gram,INGREDIENT
37,Butterscotch Pastry,KIT028,Butterscotch Pastry(Cf) — kit,Butterscotch Crunch,120,gram,INGREDIENT
37,Butterscotch Pastry,KIT028,Butterscotch Pastry(Cf) — kit,Rich Topping White Cream,1.64,kg,INGREDIENT
38,Cake Pops,KIT051,Chocolate Pops — kit,Fondant-White,5,gram,INGREDIENT
38,Cake Pops,KIT051,Chocolate Pops — kit,Vanleer Milk Compound,17.5,gram,INGREDIENT
38,Cake Pops,KIT051,Chocolate Pops — kit,Dark Compound,8,gram,INGREDIENT
38,Cake Pops,KIT051,Chocolate Pops — kit,Bento Cake Base (Pcs),1,count,PACKAGING
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Water,5,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Unsalted Butter,25.5,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Fresh Cream,88.9,ml,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Milk Maid,26.21,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Choco Coated Rice-8Mm,30,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Sugar Breakfast,25.5,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Sugar Icing,37.5,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Delecta Cream Cheese,229.59,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Rich Topping White Cream,79,gram,INGREDIENT
39,Caramel Cheese Verrine Cup,KIT029,Caramel Cheese Verrine Cup(Lr) — kit,Breen Cup (Pcs),6,count,PACKAGING
40,Cheesecake Party Tub,KIT032,Cheesecake Party Tub (DR) — kit,Fresh Cream,63.6,ml,INGREDIENT
40,Cheesecake Party Tub,KIT032,Cheesecake Party Tub (DR) — kit,Milk,37,ml,INGREDIENT
40,Cheesecake Party Tub,KIT032,Cheesecake Party Tub (DR) — kit,Delecta Mousse Mix,62,gram,INGREDIENT
40,Cheesecake Party Tub,KIT032,Cheesecake Party Tub (DR) — kit,Sugar Icing,31,gram,INGREDIENT
40,Cheesecake Party Tub,KIT032,Cheesecake Party Tub (DR) — kit,Delecta Cream Cheese,188.78,gram,INGREDIENT
40,Cheesecake Party Tub,KIT032,Cheesecake Party Tub (DR) — kit,Rich Topping White Cream,130,gram,INGREDIENT
40,Cheesecake Party Tub,KIT032,Cheesecake Party Tub (DR) — kit,Acrylic Deesert Party Box (Pcs),1,count,PACKAGING
41,Choco Crunch Jar Cake (180 ML),KIT034,Choco Crunch Jar Cake(Cf) — kit,Butterscotch Crunch,24,gram,INGREDIENT
41,Choco Crunch Jar Cake (180 ML),KIT034,Choco Crunch Jar Cake(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
42,Choco Crunch Jar Cake (350 ml),KIT033,Choco Crunch Jar Cake (350 ml) (CF) (350 ML) — kit,Butterscotch Crunch,180,gram,INGREDIENT
42,Choco Crunch Jar Cake (350 ml),KIT033,Choco Crunch Jar Cake (350 ml) (CF) (350 ML) — kit,Salsa Jar 350 ml (Pcs),6,count,PACKAGING
43,Choco Crunch Kitkat Cake (500 gm),KIT035,Choco Crunch Kitkat Cake(Cf) (500 gm) — kit,Golden Dust (Pcs),0.2,count,INGREDIENT
43,Choco Crunch Kitkat Cake (500 gm),KIT035,Choco Crunch Kitkat Cake(Cf) (500 gm) — kit,Kitkat Bits,110,gram,INGREDIENT
43,Choco Crunch Kitkat Cake (500 gm),KIT035,Choco Crunch Kitkat Cake(Cf) (500 gm) — kit,Nestle Kitkat (MRP 10) (QR) (Pcs),11,count,INGREDIENT
43,Choco Crunch Kitkat Cake (500 gm),KIT035,Choco Crunch Kitkat Cake(Cf) (500 gm) — kit,Rich Topping White Cream,757,gram,INGREDIENT
43,Choco Crunch Kitkat Cake (500 gm),KIT035,Choco Crunch Kitkat Cake(Cf) (500 gm) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
44,Choco Lava (Pcs ),KIT036,Choco Lava(Pc) (PCS) — kit,Water,2,kg,INGREDIENT
44,Choco Lava (Pcs ),KIT036,Choco Lava(Pc) (PCS) — kit,Unsalted Butter,1.5,kg,INGREDIENT
44,Choco Lava (Pcs ),KIT036,Choco Lava(Pc) (PCS) — kit,Mds Lava Cake Premix,5,kg,INGREDIENT
44,Choco Lava (Pcs ),KIT036,Choco Lava(Pc) (PCS) — kit,Dark Compound,1.5,kg,INGREDIENT
44,Choco Lava (Pcs ),KIT036,Choco Lava(Pc) (PCS) — kit,B G9F08185 Lava cup mold (Pcs),105,count,PACKAGING
45,Choco Mud Jar Cake (180 ML),KIT038,Choco Mud Jar Cake(Cf) — kit,Rich Topping White Cream,51,gram,INGREDIENT
45,Choco Mud Jar Cake (180 ML),KIT038,Choco Mud Jar Cake(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
46,Choco Mud Jar Cake (350 ml) (350 ML),KIT037,Choco Mud Jar Cake (350 ml) (CF) (350 ML) — kit,Rich Topping White Cream,103,gram,INGREDIENT
46,Choco Mud Jar Cake (350 ml) (350 ML),KIT037,Choco Mud Jar Cake (350 ml) (CF) (350 ML) — kit,Salsa Jar 350 ml (Pcs),6,count,PACKAGING
48,Choco Truffle Cake (500 gm),KIT039,Choco Truffle Cake(Cf) (500 gm) — kit,Hide and Seek-100gm (Pcs),0.33,count,INGREDIENT
48,Choco Truffle Cake (500 gm),KIT039,Choco Truffle Cake(Cf) (500 gm) — kit,Glaze Cocoa,19.71,gram,INGREDIENT
48,Choco Truffle Cake (500 gm),KIT039,Choco Truffle Cake(Cf) (500 gm) — kit,Choco Coated Rice Crispy-3Mm,6,gram,INGREDIENT
48,Choco Truffle Cake (500 gm),KIT039,Choco Truffle Cake(Cf) (500 gm) — kit,White Glaze (null),40.88,gram,INGREDIENT
48,Choco Truffle Cake (500 gm),KIT039,Choco Truffle Cake(Cf) (500 gm) — kit,Color-Orange,0.02,ml,INGREDIENT
48,Choco Truffle Cake (500 gm),KIT039,Choco Truffle Cake(Cf) (500 gm) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
49,Choco Truffle Pastry,KIT040,Choco Truffle Pastry (Cf) — kit,Golden Dust (Pcs),0.01,count,INGREDIENT
49,Choco Truffle Pastry,KIT040,Choco Truffle Pastry (Cf) — kit,Vanleer Milk Compound,80,gram,INGREDIENT
49,Choco Truffle Pastry,KIT040,Choco Truffle Pastry (Cf) — kit,Choco Coated Rice Crispy-3Mm,54,gram,INGREDIENT
49,Choco Truffle Pastry,KIT040,Choco Truffle Pastry (Cf) — kit,Glaze Cocoa,11.2,gram,INGREDIENT
49,Choco Truffle Pastry,KIT040,Choco Truffle Pastry (Cf) — kit,White Glaze (null),31.7,gram,INGREDIENT
50,Choco Vanilla Cake (6 KG),KIT041,Choco Vanilla Cake(Cf) (500 gm) — kit,Rich Topping White Cream,1.23,kg,INGREDIENT
50,Choco Vanilla Cake (6 KG),KIT041,Choco Vanilla Cake(Cf) (500 gm) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
